"Organisation H-ID"	"Organisation Record Title"	"Short name / acronym"	"Full name of organisation"	"Alternative name(s)"	"Organisation type"	subtype	Country(ies)	"Logo or representative image"	"Logo or representative image ID"	"Logo or representative image Name"	"Logo or representative image Path"	"Short description"	"Start date"	"Start date (temporal)"	"End date"	"End date (temporal)"	Thumbnail	"Thumbnail (temporal)"	Location	"Short description"	"subordinateTo (Organisation) H-ID"	"subordinateTo (Organisation) Record Title"	"Contact details or URL"	"Location (mappable point)"	note	"Related files"	"Related files ID"	"Related files Name"	"Related files Path"	"CartulR Entity ID"	mediumId	indexReference	IndexFontenay
318492	"Maastricht, Archives de la fabrique N. Dame de Maastricht Archives de la fabrique N. Dame de Maastricht"	"Maastricht, Archives de la fabrique N. Dame de Maastricht"	"Archives de la fabrique N. Dame de Maastricht"	"Afab. Maast. 2"	tei_repository		Netherlands					"Maastricht, Archives de la fabrique N. Dame de Maastricht"							Maastricht				http://www.rijksarchieflimburg.nl/index1.html							36			
318493	"Maastricht, Archives de la fabrique de S. Servais de Maastricht Archives de la fabrique de S. Servais de Maastricht"	"Maastricht, Archives de la fabrique de S. Servais de Maastricht"	"Archives de la fabrique de S. Servais de Maastricht"	"Afab. Maast. 1"	tei_repository		Netherlands					"Maastricht, Archives de la fabrique de S. Servais de Maastricht"							Maastricht											34			
318494	"Monaco, Archives de la principauté de Monaco Archives de la principauté de Monaco"	"Monaco, Archives de la principauté de Monaco"	"Archives de la principauté de Monaco"	"A princ.Monaco"	tei_repository		Monaco					"Monaco, Archives de la principauté de Monaco"							Monaco											993			
318495	"Sion, Archives cantonales de Sion Archives cantonales de Sion"	"Sion, Archives cantonales de Sion"	"Archives cantonales de Sion"	"AC Sion"	tei_repository		Switzerland					"Sion, Archives cantonales de Sion"							Sion											939			
318496	"Genève, Société d'histoire et d'archéologie de Genève Société d'histoire et d'archéologie de Genève"	"Genève, Société d'histoire et d'archéologie de Genève"	"Société d'histoire et d'archéologie de Genève"	"SHA Genève"	tei_repository		Switzerland					"Genève, Société d'histoire et d'archéologie de Genève"							Genève											910			
318497	"Bern, Bern Staatsarchiv Bern Staatsarchiv"	"Bern, Bern Staatsarchiv"	"Bern Staatsarchiv"	AE3012	tei_repository		Switzerland					"Bern, Bern Staatsarchiv"							Bern				http://www.be.ch/staatsarchiv							466			
318498	"Basel, Basel-Stadt Staatsarchiv Basel-Stadt Staatsarchiv"	"Basel, Basel-Stadt Staatsarchiv"	"Basel-Stadt Staatsarchiv"	AE4001	tei_repository		Switzerland					"Basel, Basel-Stadt Staatsarchiv"							Basel											465			
318499	"Neuchâtel, Archives municipales de Neuchâtel Archives municipales de Neuchâtel"	"Neuchâtel, Archives municipales de Neuchâtel"	"Archives municipales de Neuchâtel"		tei_repository		Switzerland					"Neuchâtel, Archives municipales de Neuchâtel"							Neuchâtel											370			
318500	"Cleveland Heights, Ohio, Coll. part. Bibliothèque de Charles E. Roseman Coll. part. Bibliothèque de Charles E. Roseman"	"Cleveland Heights, Ohio, Coll. part. Bibliothèque de Charles E. Roseman"	"Coll. part. Bibliothèque de Charles E. Roseman"	"Coll. part. Roseman"	tei_repository		USA					"Cleveland Heights, Ohio, Coll. part. Bibliothèque de Charles E. Roseman"							"Cleveland Heights, Ohio"											986			
318501	"Montreuil, Archives de la paroisse Saint-Sauve à Montreuil Archives de la paroisse Saint-Sauve à Montreuil"	"Montreuil, Archives de la paroisse Saint-Sauve à Montreuil"	"Archives de la paroisse Saint-Sauve à Montreuil"	"62170 Apar. S. Sauve"	tei_repository		France					"Montreuil, Archives de la paroisse Saint-Sauve à Montreuil"							Montreuil											1048			
318502	"Bruxelles, Bibliothèque du ministère des Affaires étrangères de Belgique Bibliothèque du ministère des Affaires étrangères de Belgique"	"Bruxelles, Bibliothèque du ministère des Affaires étrangères de Belgique"	"Bibliothèque du ministère des Affaires étrangères de Belgique"	"BMAE Brux"	tei_repository		Belgium					"Bruxelles, Bibliothèque du ministère des Affaires étrangères de Belgique"							Bruxelles											524			
318503	"Saint-Paul-en-Cornillon, Château de Saint-Paul-en-Cornillon Château de Saint-Paul-en-Cornillon"	"Saint-Paul-en-Cornillon, Château de Saint-Paul-en-Cornillon"	"Château de Saint-Paul-en-Cornillon"	"chât. 42240"	tei_repository		France					"Saint-Paul-en-Cornillon, Château de Saint-Paul-en-Cornillon"							Saint-Paul-en-Cornillon											1046			
318504	"Paris, Coll. part. de M. P. de Kermaingant Coll. part. de M. P. de Kermaingant"	"Paris, Coll. part. de M. P. de Kermaingant"	"Coll. part. de M. P. de Kermaingant"	"Coll. Part. Kermaingant"	tei_repository		France					"Paris, Coll. part. de M. P. de Kermaingant"							Paris											944			
318505	"Lion-sur-Mer, Coll. part. de Mme de Monicault Coll. part. de Mme de Monicault"	"Lion-sur-Mer, Coll. part. de Mme de Monicault"	"Coll. part. de Mme de Monicault"	"Coll. part. Monicault"	tei_repository		France					"Lion-sur-Mer, Coll. part. de Mme de Monicault"							Lion-sur-Mer											942			
318506	"Menthon-Saint-Bernard, Coll. part. du comte de Menthon Coll. part. du comte de Menthon"	"Menthon-Saint-Bernard, Coll. part. du comte de Menthon"	"Coll. part. du comte de Menthon"	"Coll. part. de Menthon"	tei_repository		France					"Menthon-Saint-Bernard, Coll. part. du comte de Menthon"							Menthon-Saint-Bernard											940			
318507	"Pertuis, Archives municipales de Pertuis Archives municipales de Pertuis"	"Pertuis, Archives municipales de Pertuis"	"Archives municipales de Pertuis"	"AM 84120"	tei_repository		France					"Pertuis, Archives municipales de Pertuis"							Pertuis											935			
318508	"Fruges, château de Tramecourt château de Tramecourt"	"Fruges, château de Tramecourt"	"château de Tramecourt"	"Coll. part. Tramecourt"	tei_repository		France					"Fruges, château de Tramecourt"							Fruges											929			
318509	"Coll. part. Biblioth. de M. Carolus-Barré Coll. part. Biblioth. de M. Carolus-Barré"	"Coll. part. Biblioth. de M. Carolus-Barré"	"Coll. part. Biblioth. de M. Carolus-Barré"	"Coll. part. Carolus-B."	tei_repository							"Coll. part. Biblioth. de M. Carolus-Barré"							-											880			
318510	"Coll. part. de A.C.J. Koch, archiviste de Deventer Coll. part. de A.C.J. Koch, archiviste de Deventer"	"Coll. part. de A.C.J. Koch, archiviste de Deventer"	"Coll. part. de A.C.J. Koch, archiviste de Deventer"	"Coll. part. Koch"	tei_repository							"Coll. part. de A.C.J. Koch, archiviste de Deventer"							-											873			
318511	"Coll. part. de M. A. Guesnon Coll. part. de M. A. Guesnon"	"Coll. part. de M. A. Guesnon"	"Coll. part. de M. A. Guesnon"	"Coll. part. Guesnon"	tei_repository							"Coll. part. de M. A. Guesnon"							-											872			
318512	"Coll. part. Catalogue de la librairie Ernest Dumont, nov. 1905, n° 968 Coll. part. Catalogue de la librairie Ernest Dumont, nov. 1905, n° 968"	"Coll. part. Catalogue de la librairie Ernest Dumont, nov. 1905, n° 968"	"Coll. part. Catalogue de la librairie Ernest Dumont, nov. 1905, n° 968"	"Coll. part. Dumont"	tei_repository							"Coll. part. Catalogue de la librairie Ernest Dumont, nov. 1905, n° 968"																		871			
318513	"Namur, Bibliothèque du Grand Séminaire de Namur Bibliothèque du Grand Séminaire de Namur"	"Namur, Bibliothèque du Grand Séminaire de Namur"	"Bibliothèque du Grand Séminaire de Namur"	"Bib. grd sém. Namur"	tei_repository		Belgium					"Namur, Bibliothèque du Grand Séminaire de Namur"							Namur											522			
318514	"Coll. part. Bibliothèque du marquis Le Ver Coll. part. Bibliothèque du marquis Le Ver"	"Coll. part. Bibliothèque du marquis Le Ver"	"Coll. part. Bibliothèque du marquis Le Ver"	"Coll. part. Le Ver"	tei_repository							"Coll. part. Bibliothèque du marquis Le Ver"							-											868			
318515	"Wrestpark, Coll. part. Bibliothèque du comte de Grez Coll. part. Bibliothèque du comte de Grez"	"Wrestpark, Coll. part. Bibliothèque du comte de Grez"	"Coll. part. Bibliothèque du comte de Grez"	"Coll. part. Grez"	tei_repository							"Wrestpark, Coll. part. Bibliothèque du comte de Grez"							Wrestpark											866			
318516	"Coll. part. Bibliothèque de Stein Coll. part. Bibliothèque de Stein"	"Coll. part. Bibliothèque de Stein"	"Coll. part. Bibliothèque de Stein"	"Coll. part. Stein"	tei_repository							"Coll. part. Bibliothèque de Stein"							-											863			
318517	"Coll. part. Bibliothèque de M. le baron de Troussures, château de Troussures (Oise), reg. V2/6 Coll. part. Bibliothèque de M. le baron de Troussures, château de Troussures (Oise), reg. V2/6"	"Coll. part. Bibliothèque de M. le baron de Troussures, château de Troussures (Oise), reg. V2/6"	"Coll. part. Bibliothèque de M. le baron de Troussures, château de Troussures (Oise), reg. V2/6"	"Coll. part. Troussures"	tei_repository							"Coll. part. Bibliothèque de M. le baron de Troussures, château de Troussures (Oise), reg. V2/6"																		851			
318518	"Chaumont-Porcien, Coll. part. Bibliothèque de M. Jacques Lucas Coll. part. Bibliothèque de M. Jacques Lucas"	"Chaumont-Porcien, Coll. part. Bibliothèque de M. Jacques Lucas"	"Coll. part. Bibliothèque de M. Jacques Lucas"	"Coll. part. Lucas"	tei_repository							"Chaumont-Porcien, Coll. part. Bibliothèque de M. Jacques Lucas"							Chaumont-Porcien											850			
318519	"Coll. part. Bibliothèque de M. Boreau-Lajanadie Coll. part. Bibliothèque de M. Boreau-Lajanadie"	"Coll. part. Bibliothèque de M. Boreau-Lajanadie"	"Coll. part. Bibliothèque de M. Boreau-Lajanadie"	"Coll. part. Boreau-L."	tei_repository							"Coll. part. Bibliothèque de M. Boreau-Lajanadie"							-											841			
318520	"Coll. part. Bibliothèque de M. Aug. Le Prévost Coll. part. Bibliothèque de M. Aug. Le Prévost"	"Coll. part. Bibliothèque de M. Aug. Le Prévost"	"Coll. part. Bibliothèque de M. Aug. Le Prévost"	"Coll. part. Le Prévost"	tei_repository							"Coll. part. Bibliothèque de M. Aug. Le Prévost"							-											840			
318521	"Coll. part. Bibliothèque de feu M. le baron de Girardot Coll. part. Bibliothèque de feu M. le baron de Girardot"	"Coll. part. Bibliothèque de feu M. le baron de Girardot"	"Coll. part. Bibliothèque de feu M. le baron de Girardot"	"Coll. part. Girardot"	tei_repository							"Coll. part. Bibliothèque de feu M. le baron de Girardot"																		832			
318522	"Coll. part. Bibliothèque Cheltenham, Coll. part. Bibliothèque Cheltenham"	"Coll. part. Bibliothèque Cheltenham,"	"Coll. part. Bibliothèque Cheltenham,"	"Coll. part."	tei_repository							"Coll. part. Bibliothèque Cheltenham,"							-											830			
318523	"Coll. part. Biblioth. de Mgr de Carsalade du Pont, évêque de Perpignan Coll. part. Biblioth. de Mgr de Carsalade du Pont, évêque de Perpignan"	"Coll. part. Biblioth. de Mgr de Carsalade du Pont, évêque de Perpignan"	"Coll. part. Biblioth. de Mgr de Carsalade du Pont, évêque de Perpignan"	"Coll. part. Carsalade"	tei_repository							"Coll. part. Biblioth. de Mgr de Carsalade du Pont, évêque de Perpignan"																		829			
318524	"Liège, Bibliothèque de l'Université de Liège Bibliothèque de l'Université de Liège"	"Liège, Bibliothèque de l'Université de Liège"	"Bibliothèque de l'Université de Liège"	"BU Liege"	tei_repository		Belgium					"Liège, Bibliothèque de l'Université de Liège"							Liège											506			
318525	"Coll. part. Bibl. du comte Bertrand d'Imécourt, château d'Inor, Meuse Coll. part. Bibl. du comte Bertrand d'Imécourt, château d'Inor, Meuse"	"Coll. part. Bibl. du comte Bertrand d'Imécourt, château d'Inor, Meuse"	"Coll. part. Bibl. du comte Bertrand d'Imécourt, château d'Inor, Meuse"	"Coll. part. Imécourt"	tei_repository							"Coll. part. Bibl. du comte Bertrand d'Imécourt, château d'Inor, Meuse"																		828			
318526	"Coll. part. ? Coll. part. ?"	"Coll. part. ?"	"Coll. part. ?"	"Coll. part. ?"	tei_repository							"Coll. part. ?"							-											819			
318527	"Coll. part. (Bibliothèque Cheltenham) Bibliothèque Thomas Phillipps Coll. part. (Bibliothèque Cheltenham) Bibliothèque Thomas Phillipps"	"Coll. part. (Bibliothèque Cheltenham) Bibliothèque Thomas Phillipps"	"Coll. part. (Bibliothèque Cheltenham) Bibliothèque Thomas Phillipps"	"Coll. part. Philipps"	tei_repository							"Coll. part. (Bibliothèque Cheltenham) Bibliothèque Thomas Phillipps"																		818			
318528	"Coll. part. Bibliothèque Cheltenham Coll. part. Bibliothèque Cheltenham"	"Coll. part. Bibliothèque Cheltenham"	"Coll. part. Bibliothèque Cheltenham"	"Coll. part. Cheltenham"	tei_repository							"Coll. part. Bibliothèque Cheltenham"							-											811			
318529	"Arlon, Bibliothèque de l'Institut archéologique d'Arlon Bibliothèque de l'Institut archéologique d'Arlon"	"Arlon, Bibliothèque de l'Institut archéologique d'Arlon"	"Bibliothèque de l'Institut archéologique d'Arlon"	"Bib. Inst. Archéo. Arlon"	tei_repository		Belgium					"Arlon, Bibliothèque de l'Institut archéologique d'Arlon"							Arlon											504			
318530	"Bamberg, Königliche Bibliothek Bamberg Königliche Bibliothek Bamberg"	"Bamberg, Königliche Bibliothek Bamberg"	"Königliche Bibliothek Bamberg"	"Kön. Bib. Bamberg"	tei_repository		Germany					"Bamberg, Königliche Bibliothek Bamberg"							Bamberg											889			
318531	"Soignies, Bibliothèque de l'église paroissiale de Soignies Bibliothèque de l'église paroissiale de Soignies"	"Soignies, Bibliothèque de l'église paroissiale de Soignies"	"Bibliothèque de l'église paroissiale de Soignies"	"Begl. Soignies"	tei_repository		Belgium					"Soignies, Bibliothèque de l'église paroissiale de Soignies"							Soignies											499			
318532	"Leuven, Bibliothèque de l'abbaye du Mont-César de Louvain Bibliothèque de l'abbaye du Mont-César de Louvain"	"Leuven, Bibliothèque de l'abbaye du Mont-César de Louvain"	"Bibliothèque de l'abbaye du Mont-César de Louvain"	"Bib. Abb. Mt-Cesar"	tei_repository		Belgium					"Leuven, Bibliothèque de l'abbaye du Mont-César de Louvain"							Leuven											493			
318533	"Ieper, Bibliothèque de la ville d'Ypres Bibliothèque de la ville d'Ypres"	"Ieper, Bibliothèque de la ville d'Ypres"	"Bibliothèque de la ville d'Ypres"	BC8900	tei_repository		Belgium					"Ieper, Bibliothèque de la ville d'Ypres"							Ieper											489			
318534	"Liège, Bibliothèque de la fabrique S. Martin de Liège Bibliothèque de la fabrique S. Martin de Liège"	"Liège, Bibliothèque de la fabrique S. Martin de Liège"	"Bibliothèque de la fabrique S. Martin de Liège"	"Bfab. Liege"	tei_repository		Belgium					"Liège, Bibliothèque de la fabrique S. Martin de Liège"							Liège											477			
318535	"Bruxelles, Archives ecclésiastiques du Brabant Archives ecclésiastiques du Brabant"	"Bruxelles, Archives ecclésiastiques du Brabant"	"Archives ecclésiastiques du Brabant"	"Arch. eccl. Brabant"	tei_repository		Belgium					"Bruxelles, Archives ecclésiastiques du Brabant"							Bruxelles											208			
318536	"Tournai, Archives du Grand Séminaire de Tournai Archives du Grand Séminaire de Tournai"	"Tournai, Archives du Grand Séminaire de Tournai"	"Archives du Grand Séminaire de Tournai"	"Arch. grd sém. 7500"	tei_repository		Belgium					"Tournai, Archives du Grand Séminaire de Tournai"							Tournai											203			
318537	"Liège, Archives du Grand Séminaire de Liège Archives du Grand Séminaire de Liège"	"Liège, Archives du Grand Séminaire de Liège"	"Archives du Grand Séminaire de Liège"	"Arch. grd sém. 4000"	tei_repository		Belgium					"Liège, Archives du Grand Séminaire de Liège"							Liège											201			
318538	"Brugge, Archives du couvent de Bruges Archives du couvent de Bruges"	"Brugge, Archives du couvent de Bruges"	"Archives du couvent de Bruges"	"Acouv Bruges"	tei_repository		Belgium					"Brugge, Archives du couvent de Bruges"							Brugge											200			
318539	"Tournai, Archives du chapitre cathédral de Tournai Archives du chapitre cathédral de Tournai"	"Tournai, Archives du chapitre cathédral de Tournai"	"Archives du chapitre cathédral de Tournai"	"Arch. chap. cath. 7500"	tei_repository		Belgium					"Tournai, Archives du chapitre cathédral de Tournai"							Tournai											190			
318540	"Ieper, Archives du Bureau de Bienfaisance d'Ypres Archives du Bureau de Bienfaisance d'Ypres"	"Ieper, Archives du Bureau de Bienfaisance d'Ypres"	"Archives du Bureau de Bienfaisance d'Ypres"	"Arch. bur. Bienf. Ypres"	tei_repository		Belgium					"Ieper, Archives du Bureau de Bienfaisance d'Ypres"							Ieper											189			
318541	"Wolfenbüttel, Herzog August Bibliothek Wolfenbüttel Herzog August Bibliothek Wolfenbüttel"	"Wolfenbüttel, Herzog August Bibliothek Wolfenbüttel"	"Herzog August Bibliothek Wolfenbüttel"	HAB_Wolfen.	tei_repository		Germany					"Wolfenbüttel, Herzog August Bibliothek Wolfenbüttel"							Wolfenbüttel											886			
318542	"Saint-Trond, Archives du Bureau de Bienfaisance de St-Trond Archives du Bureau de Bienfaisance de St-Trond"	"Saint-Trond, Archives du Bureau de Bienfaisance de St-Trond"	"Archives du Bureau de Bienfaisance de St-Trond"	"Arch. bur. Bienf. St-Trond"	tei_repository		Belgium					"Saint-Trond, Archives du Bureau de Bienfaisance de St-Trond"							Saint-Trond											188			
318543	"Brugge, Archives du béguinage de Bruges Archives du béguinage de Bruges"	"Brugge, Archives du béguinage de Bruges"	"Archives du béguinage de Bruges"	"Abég Bruges"	tei_repository		Belgium					"Brugge, Archives du béguinage de Bruges"							Brugge											187			
318544	"Bruxelles, Archives des Jésuites de Bruxelles Archives des Jésuites de Bruxelles"	"Bruxelles, Archives des Jésuites de Bruxelles"	"Archives des Jésuites de Bruxelles"	"A. Jés. Brux"	tei_repository		Belgium					"Bruxelles, Archives des Jésuites de Bruxelles"							Bruxelles				http://bold.belnet.be/BOLD/HTML/FR/AVB.html							183			
318545	"Mons, Archives des hospices de Mons Archives des hospices de Mons"	"Mons, Archives des hospices de Mons"	"Archives des hospices de Mons"	"Ahosp Mons"	tei_repository		Belgium					"Mons, Archives des hospices de Mons"							Mons											182			
318546	"Brugge, Archives des hospices de Bruges Archives des hospices de Bruges"	"Brugge, Archives des hospices de Bruges"	"Archives des hospices de Bruges"	"Ahosp Bruges 5"	tei_repository		Belgium					"Brugge, Archives des hospices de Bruges"							Brugge											181			
318547	"Ieper, Archives des hospices civils d'Ypres Archives des hospices civils d'Ypres"	"Ieper, Archives des hospices civils d'Ypres"	"Archives des hospices civils d'Ypres"	"Ahosp. Ypres"	tei_repository		Belgium					"Ieper, Archives des hospices civils d'Ypres"							Ieper											180			
318548	"Gand, Archives des hospices Archives des hospices"	"Gand, Archives des hospices"	"Archives des hospices"	"Ahosp Gand"	tei_repository		Belgium					"Gand, Archives des hospices"							Gand											179			
318549	"Brugge, Archives de l'hospice S. Nicolas de Bruges Archives de l'hospice S. Nicolas de Bruges"	"Brugge, Archives de l'hospice S. Nicolas de Bruges"	"Archives de l'hospice S. Nicolas de Bruges"	"Ahosp Bruges 4"	tei_repository		Belgium					"Brugge, Archives de l'hospice S. Nicolas de Bruges"							Brugge											79			
318550	"Brugge, Archives de l'hospice S. Julien de Bruges Archives de l'hospice S. Julien de Bruges"	"Brugge, Archives de l'hospice S. Julien de Bruges"	"Archives de l'hospice S. Julien de Bruges"	"Ahosp Bruges 3"	tei_repository		Belgium					"Brugge, Archives de l'hospice S. Julien de Bruges"							Brugge											78			
318551	"Brugge, Archives de l'hospice de la Potterie de Bruges Archives de l'hospice de la Potterie de Bruges"	"Brugge, Archives de l'hospice de la Potterie de Bruges"	"Archives de l'hospice de la Potterie de Bruges"	"Ahosp Bruges 2"	tei_repository		Belgium					"Brugge, Archives de l'hospice de la Potterie de Bruges"							Brugge											76			
318552	"Hanau, Coll. part. Bibliothèque de M. Waltz Coll. part. Bibliothèque de M. Waltz"	"Hanau, Coll. part. Bibliothèque de M. Waltz"	"Coll. part. Bibliothèque de M. Waltz"	"Coll. part. Waltz"	tei_repository		Germany					"Hanau, Coll. part. Bibliothèque de M. Waltz"							Hanau											858			
318553	"Brugge, Archives de l'hospice de la Madeleine de Bruges Archives de l'hospice de la Madeleine de Bruges"	"Brugge, Archives de l'hospice de la Madeleine de Bruges"	"Archives de l'hospice de la Madeleine de Bruges"	"Ahosp Bruges 1"	tei_repository		Belgium					"Brugge, Archives de l'hospice de la Madeleine de Bruges"							Brugge											75			
318554	"Gand, Archives de l'évêché Archives de l'évêché"	"Gand, Archives de l'évêché"	"Archives de l'évêché"	"Arch. év. Gand"	tei_repository		Belgium					"Gand, Archives de l'évêché"							Gand											70			
318555	"Arlon, Archives de l'Etat à Arlon Archives de l'Etat à Arlon"	"Arlon, Archives de l'Etat à Arlon"	"Archives de l'Etat à Arlon"	AE6700	tei_repository		Belgium					"Arlon, Archives de l'Etat à Arlon"							Arlon				http://arch.arch.be/frame_nl_d3.htm							65			
318556	"Furnes, Archives de l'église Ste-Walburge de Furnes Archives de l'église Ste-Walburge de Furnes"	"Furnes, Archives de l'église Ste-Walburge de Furnes"	"Archives de l'église Ste-Walburge de Furnes"	"Aegl. Furnes"	tei_repository		Belgium					"Furnes, Archives de l'église Ste-Walburge de Furnes"							Furnes											64			
318557	"Bruxelles, Archives de l'église Ste-Gudule de Bruxelles Archives de l'église Ste-Gudule de Bruxelles"	"Bruxelles, Archives de l'église Ste-Gudule de Bruxelles"	"Archives de l'église Ste-Gudule de Bruxelles"	"Aegl Brux"	tei_repository		Belgium					"Bruxelles, Archives de l'église Ste-Gudule de Bruxelles"							Bruxelles											63			
318558	"Anderlecht, Archives de l'église S. Pierre Archives de l'église S. Pierre"	"Anderlecht, Archives de l'église S. Pierre"	"Archives de l'église S. Pierre"	"Egl. S. Pierre"	tei_repository		Belgium					"Anderlecht, Archives de l'église S. Pierre"							Anderlecht											61			
318559	"Brugge, Archives de l'église S. Jacques de Bruges Archives de l'église S. Jacques de Bruges"	"Brugge, Archives de l'église S. Jacques de Bruges"	"Archives de l'église S. Jacques de Bruges"	"Aegl Bruges 4"	tei_repository		Belgium					"Brugge, Archives de l'église S. Jacques de Bruges"							Brugge											60			
318560	"Brugge, Archives de l'église S. Gilles de Bruges Archives de l'église S. Gilles de Bruges"	"Brugge, Archives de l'église S. Gilles de Bruges"	"Archives de l'église S. Gilles de Bruges"	"Aegl Bruges 3"	tei_repository		Belgium					"Brugge, Archives de l'église S. Gilles de Bruges"							Brugge											59			
318561	"Kortrijk, Archives de l'église N. Dame de Courtrai Archives de l'église N. Dame de Courtrai"	"Kortrijk, Archives de l'église N. Dame de Courtrai"	"Archives de l'église N. Dame de Courtrai"	"Aegl Court 2"	tei_repository		Belgium					"Kortrijk, Archives de l'église N. Dame de Courtrai"							Kortrijk											58			
318562	"Brugge, Archives de l'église N. Dame de Bruges Archives de l'église N. Dame de Bruges"	"Brugge, Archives de l'église N. Dame de Bruges"	"Archives de l'église N. Dame de Bruges"	"Aegl Bruges 2"	tei_repository		Belgium					"Brugge, Archives de l'église N. Dame de Bruges"							Brugge											57			
318563	"Trier, Bibliothèque du chapitre de Trèves Bibliothèque du chapitre de Trèves"	"Trier, Bibliothèque du chapitre de Trèves"	"Bibliothèque du chapitre de Trèves"	"Bib. chap. Trier"	tei_repository		Germany					"Trier, Bibliothèque du chapitre de Trèves"							Trier											513			
318564	"Virton, Archives de l'église de Virton Archives de l'église de Virton"	"Virton, Archives de l'église de Virton"	"Archives de l'église de Virton"	"Aegl. 6760"	tei_repository		Belgium					"Virton, Archives de l'église de Virton"							Virton											56			
318565	"Tienen, Archives de l'église de Tirlemont Archives de l'église de Tirlemont"	"Tienen, Archives de l'église de Tirlemont"	"Archives de l'église de Tirlemont"	"Aegl. Tirlem."	tei_repository		Belgium					"Tienen, Archives de l'église de Tirlemont"							Tienen											55			
318566	"Brugge, Archives de l'église de Bruges Archives de l'église de Bruges"	"Brugge, Archives de l'église de Bruges"	"Archives de l'église de Bruges"	"Aegl Bruges 1"	tei_repository		Belgium					"Brugge, Archives de l'église de Bruges"							Brugge											54			
318567	"Leuven, Archives de l'église collégiale S. Pierre de Louvain Archives de l'église collégiale S. Pierre de Louvain"	"Leuven, Archives de l'église collégiale S. Pierre de Louvain"	"Archives de l'église collégiale S. Pierre de Louvain"	"Aegl. Louvain 2"	tei_repository		Belgium					"Leuven, Archives de l'église collégiale S. Pierre de Louvain"							Leuven											52			
318568	"Kortrijk, Archives de l'église collégiale S. Martin de Courtrai Archives de l'église collégiale S. Martin de Courtrai"	"Kortrijk, Archives de l'église collégiale S. Martin de Courtrai"	"Archives de l'église collégiale S. Martin de Courtrai"	"Aegl Court 1"	tei_repository		Belgium					"Kortrijk, Archives de l'église collégiale S. Martin de Courtrai"							Kortrijk											51			
318569	"Leuven, Archives de l'église collégiale S. Jacques de Louvain Archives de l'église collégiale S. Jacques de Louvain"	"Leuven, Archives de l'église collégiale S. Jacques de Louvain"	"Archives de l'église collégiale S. Jacques de Louvain"	"Aegl. Louvain 1"	tei_repository		Belgium					"Leuven, Archives de l'église collégiale S. Jacques de Louvain"							Leuven											50			
318570	"Tongeren, Archives de l'église collégiale N.D. de Tongres Archives de l'église collégiale N.D. de Tongres"	"Tongeren, Archives de l'église collégiale N.D. de Tongres"	"Archives de l'église collégiale N.D. de Tongres"	"Aegl. Tongres"	tei_repository		Belgium					"Tongeren, Archives de l'église collégiale N.D. de Tongres"							Tongeren											49			
318571	"Bruxelles, Archives de l'Assistance publique de Bruxelles Archives de l'Assistance publique de Bruxelles"	"Bruxelles, Archives de l'Assistance publique de Bruxelles"	"Archives de l'Assistance publique de Bruxelles"	"Arch. Ass. pub. Brux"	tei_repository		Belgium					"Bruxelles, Archives de l'Assistance publique de Bruxelles"							Bruxelles											45			
318572	"Kortrijk, Archives de la fabrique de S. Martin de Courtrai Archives de la fabrique de S. Martin de Courtrai"	"Kortrijk, Archives de la fabrique de S. Martin de Courtrai"	"Archives de la fabrique de S. Martin de Courtrai"	"Afab. Court"	tei_repository		Belgium					"Kortrijk, Archives de la fabrique de S. Martin de Courtrai"							Kortrijk											33			
318573	"Saint-Trond, Archives de la fabrique de N.-Dame de St-Trond Archives de la fabrique de N.-Dame de St-Trond"	"Saint-Trond, Archives de la fabrique de N.-Dame de St-Trond"	"Archives de la fabrique de N.-Dame de St-Trond"	"Afab. St-Trond"	tei_repository		Belgium					"Saint-Trond, Archives de la fabrique de N.-Dame de St-Trond"							Saint-Trond											32			
318574	"Speyer, Bibliothek des historischen Vereins von Speier Bibliothek des historischen Vereins von Speier"	"Speyer, Bibliothek des historischen Vereins von Speier"	"Bibliothek des historischen Vereins von Speier"	"BHV Speyer"	tei_repository		Germany					"Speyer, Bibliothek des historischen Vereins von Speier"							Speyer											473			
318575	"Bruxelles, Archives de la fabrique de l'église S. Jean de Bruxelles Archives de la fabrique de l'église S. Jean de Bruxelles"	"Bruxelles, Archives de la fabrique de l'église S. Jean de Bruxelles"	"Archives de la fabrique de l'église S. Jean de Bruxelles"	"Afab. Brux"	tei_repository		Belgium					"Bruxelles, Archives de la fabrique de l'église S. Jean de Bruxelles"							Bruxelles											31			
318576	"Florennes, Archives de la fabrique de l'église de Florennes Archives de la fabrique de l'église de Florennes"	"Florennes, Archives de la fabrique de l'église de Florennes"	"Archives de la fabrique de l'église de Florennes"	"Afab. Flor."	tei_repository		Belgium					"Florennes, Archives de la fabrique de l'église de Florennes"							Florennes											29			
318577	"Couvin, Archives de la fabrique de Couvin Archives de la fabrique de Couvin"	"Couvin, Archives de la fabrique de Couvin"	"Archives de la fabrique de Couvin"	"Afab. Couvin"	tei_repository		Belgium					"Couvin, Archives de la fabrique de Couvin"							Couvin											26			
318578	"Ieper, Archives communales d'Ypres Archives communales d'Ypres"	"Ieper, Archives communales d'Ypres"	"Archives communales d'Ypres"	AC8900	tei_repository		Belgium					"Ieper, Archives communales d'Ypres"							Ieper											24			
318579	"Viane, Archives communales de Viane Archives communales de Viane"	"Viane, Archives communales de Viane"	"Archives communales de Viane"	AC9500	tei_repository		Belgium					"Viane, Archives communales de Viane"							Viane											22			
