"Place H-ID"	"Place Record Title"	"Place name"	"Additional (equivalent) names"	"Name chosen"	"Place type"	Country	"Code insee"	Department	Arrondissement	Canton	Town	"Municipality (record pointer) (Place) H-ID"	"Municipality (record pointer) (Place) Record Title"	County	Province	"Location (mappable)"	"Locational certainty"	"Index Reference"	Note	"GeoNames ID"	"DicoTopo ID"	"WikiData ID"	indexReference	IndexFontenay
81952	"Digny (Loiret, Pithiviers, Malesherbois (Le))"	Digny				France	45131	Loiret	Pithiviers	"Malesherbois (Le)"		96574	"Échilleuses (Loiret, Puiseaux)"			"POINT(2.4431995 48.1647705)"			"Loiret, con Puiseaux, cne Échilleuses"	3020499			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e201176	
81962	"Donneville (Haute-Garonne, Toulouse, Escalquens)"	Donneville				France	31162	Haute-Garonne	Toulouse	Escalquens						"POINT(1.549177 43.471987)"			"Haute-Garonne, con Montgiscard"	3021075			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e201783	
81969	"Doue (Seine-et-Marne, Provins, Coulommiers)"	Doue				France	77162	Seine-et-Marne	Provins	Coulommiers						"POINT(3.1677847 48.8681545)"			"Seine-et-Marne, con Rebais"	3020968			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e202026	
81983	"Dulphey (Saône-et-Loire, Châlon-sur-Saône, Tournus)"	Dulphey	Dulphiaco			France	71274	Saône-et-Loire	Châlon-sur-Saône	Tournus		322557	"Mancey (Saône-et-Loire, Chalon-sur-Saône, Tournus)"			"POINT(4.8471534 46.5731931)"			"Dulphey, Saône-et-Loire, con Sennecey-le-Grand, cne Mancey"	2996271			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e202684	
81999	"Durban (Aude, Narbonne, Corbières (Les))"	Durban	Durban-Corbières			France	11124	Aude	Narbonne	"Corbières (Les)"						"POINT(2.8168285 42.9983294)"			"-Corbières, Aude, ar. Narbonne"	3020659			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e203112	
82000	"Durfort (Tarn-et-Garonne, Castelsarrasin, Pays de Serres Sud-Quercy (Le))"	Durfort	Durfort-Lacapelette			France	82051	Tarn-et-Garonne	Castelsarrasin	"Pays de Serres Sud-Quercy (Le)"						"POINT(1.1544925 44.1846772)"			"Tarn-et-Garonne, con Lauzerte"	6617809			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e203172	
82001	"Durnay (Aube, Bar-sur-Aube, Vendeuvre-sur-Barse)"	Durnay				France	10401	Aube	Bar-sur-Aube	Vendeuvre-sur-Barse		322577	"Vendeuvre-sur-Barse (Aube, Bar-sur-Aube)"			"POINT(4.464399 48.2363367)"			"Aube, con et cne Vendeuvre-sur-Barse"	2970119			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e203200	
82008	"Écajeul (Calvados, Lisieux, Mézidon-Canon)"	Écajeul				France	14422	Calvados	Lisieux	Mézidon-Canon		321305	"Mézidon Vallée d'Auge (Calvados, Lisieux)"			"POINT(-0.0368534 49.0708339)"			"Calvados, con Mézidon"	3020563			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e203417	
82010	Ecclesia	Ecclesia				France													"Gleizes, Aude, con et cne Narbonne ?"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e203452	
82011	"Échou (Seine-et-Marne, Châtelet-en-Brie (Le))"	Échou				France	77164	Seine-et-Marne		"Châtelet-en-Brie (Le)"		322585	"Échouboulains (Seine-et-Marne, Melun, Nangis)"			"POINT(2.9450737 48.4637351)"			"Seine-et-Marne, con Le Châtelet-en-Brie, cne Échouboulains"	3020493			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e203532	
82012	"Écoles de Sainte-Croix (maison dite les) (Loiret, Orléans, Orléans-1)"	"Écoles de Sainte-Croix (maison dite les)"				France	45234	Loiret	Orléans	Orléans-1		99215	"Orléans (Loiret, Orléans)"			"POINT(1.90389 47.90289)"				2989317			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e203579	
82014	"Écot (Doubs, Montbéliard, Valentigney)"	Écot				France	25214	Doubs	Montbéliard	Valentigney						"POINT(6.7313843 47.4274383)"			"Doubs, con Pont-de-Roide"	3020447			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e203606	
82019	"Effry (Aisne, Vervins, Hirson)"	Effry				France	02275	Aisne	Vervins	Hirson						"POINT(3.9852778 49.9252778)"			"Aisne, con Hirson"	3020364			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e204132	
82022	Égypte	Égypte														"POINT(29.2675469 26.2540493)"				357994			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e204236	
82056	"Elnes (Pas-de-Calais, Saint-Omer, Lumbres)"	Elnes				France	62292	Pas-de-Calais	Saint-Omer	Lumbres						"POINT(2.12557 50.68952)"			"Pas-de-Calais, con Lumbres"	3020280			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e204931	
82062	"Émery (Seine-et-Marne, Torcy, Pontault-Combault)"	Émery	Émerainville			France	77169	Seine-et-Marne	Torcy	Pontault-Combault						"POINT(2.6212919 48.8115813)"			"Émerainville, Seine-et-Marne, con Lagny"	3020247			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e205083	
82083	Épône	Épône				France													"Seine-et-Oise, con Mantes?"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e206204	
82084	"Équancourt (Somme, Péronne, Péronne)"	Équancourt				France	80275	Somme	Péronne	Péronne						"POINT(3.0199009 50.0356987)"			"Somme, con Combles"	3019963			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e206261	
82093	Ermenonvilla	Ermenonvilla	Hemenovilla|Hermeno(n)villa			France													"Ermenonville, Ermenouville ou Armenonville"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e206437|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e241488|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e242428	
82094	Ermenonville	Ermenonville				France													"ou Ermenouville ou Armenonville"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e206492	
82103	Erny	Erny				France													"-Saint-Julien, Pas-de-Calais, con Fauquembergues ?"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e206634	
82104	"Erquery (Oise, Clermont, Clermont)"	Erquery				France	60215	Oise	Clermont	Clermont						"POINT(2.4571125 49.409825)"			"Oise, con Clermont"	3019880			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e206651	
82105	Escas	Escas				France													"dans l'Agenais?"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e206714	
82107	Escondissant	Escondissant				France													"Condissas, Gironde, con Lesparre-Médoc, cne Bégadan, ou Escoussans, Gironde, con Targon?"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e206792	
82108	"Esneval (château) (Seine-Maritime, Pavilly)"	"Esneval (château)"				France	76495	Seine-Maritime		Pavilly		99696	"Pavilly (Seine-Maritime, Rouen)"			"POINT(0.9534847 49.5677557)"			"château, Seine-Maritime, con et cne Pavilly"	12148835			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e206891	
82110	Espagne	Espagne														"POINT(-3.7035825 40.4167047)"				2510769			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e206914	
82113	"Essarts (Les)"	"Essarts (Les)"	Essartis			France													"Non identifié"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e207104	
82114	"Essarts (Les)"	"Essarts (Les)"				France													"Eure, con Fleury-sur-Andelle, cne Radepont?"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e207115	
82115	"Esserent (Oise, Senlis, Montataire)"	Esserent	Saint-Leu-d'Esserent			France	60584	Oise	Senlis	Montataire						"POINT(2.4215332 49.2174377)"			"Saint-Leu-d'Esserent, Oise, con Creil"	2978769			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e207151	
82117	Estella	Estella	Estella-Lizarra			Spain	31200								Navarre	"POINT(-2.03226 42.67182)"			"Espagne, Navarre"	3122762			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e207258	
82170	"Étrépagny (Eure, Andelys (Les), Gisors)"	Étrépagny				France	27226	Eure	"Andelys (Les)"	Gisors						"POINT(1.6110749 49.3065762)"			"Eure, ar. Les Andelys"	3019363			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e208644	
82186	"Allemant (Aisne, Vailly)"	Allemant		llemant		France	02010	Aisne		Vailly						"POINT(3.45247 49.4613)"			"Aisne, con Vailly"	3038148			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e136595	
82198	Allemant	Allemant				France													"Aisne, con Vailly, ou Marne, con Sézanne"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e136612	
82205	"Évry (Seine-et-Marne, Melun, Fontenay-Trésigny)"	Évry	Évry-les-Châteaux			France	77175	Seine-et-Marne	Melun	Fontenay-Trésigny		322683	"Évry-Grégy-sur-Yerre (Seine-et-Marne, Melun, Fontenay-Trésigny)"			"POINT(2.64599064 48.64801875)"			"-les-Châteaux, Seine-et-Marne, con Brie-Comte-Robert"		P99480621		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e209638	
82206	"Exideuil (Charente, Confolens, Charente-Vienne)"	Exideuil	Exideuil-sur-Vienne			France	16134	Charente	Confolens	Charente-Vienne						"POINT(0.6728036 45.8858628)"			"Charente, con Chabanais"	3019249			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e209677	
82217	"Faget (Le) (Haute-Garonne, Caraman)"	"Faget (Le)"	Faget			France	31179	Haute-Garonne		Caraman						"POINT(1.8243859 43.567508)"			"Haute-Garonne, con Caraman"	3004311			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e209929	
82221	Falgaribus	Falgaribus				France													"Falgas, château ruiné, Aude, con et cne Chalabre?"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e210120	
82223	"Falvy (Somme, Péronne, Ham)"	Falvy				France	80300	Somme	Péronne	Ham						"POINT(2.95834 49.82433)"			"Somme, con Nesle"	3019081			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e210197	
82228	"Fargues (Gironde, Langon)"	Fargues				France	33164	Gironde		Langon						"POINT(-0.2963962 44.535943)"			"Gironde, con Langon"	3019017			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e210368	
82238	"Faverolles (Aisne, Villers-Cotterêts)"	Faverolles				France	02302	Aisne		Villers-Cotterêts						"POINT(3.1763889 49.22361)"			"Aisne, con Villers-Cotterêts"	3018892			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e210632	
82240	"Faye (Étienne de) (Charente-Maritime, La Rochelle, La Rochelle-1)"	"Faye (Étienne de)"				France	17300	Charente-Maritime	"La Rochelle"	"La Rochelle-1"		100333	"Rochelle (La) (Charente-Maritime)"			"POINT(-1.15222 46.16308)"			"Charente-Maritime, cne La Rochelle"	3006787			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e210780	
82243	"Faye (La)"	"Faye (La)"				France													"Non identifié"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e210827	
82246	Félines	Félines				France													"Lozère, con Marvejols, cne Saint-Bonnet-de-Chirac ?"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e210968	
82250	"Ferbeaux (Landes, Mont-de-Marsan)"	Ferbeaux	Harbeaux			France	40281	Landes		Mont-de-Marsan						"POINT(-0.5201452 43.8825787)"			"auj. Harbeaux, Landes, con Mont-de-Marsan, cne Saint-Pierre-du-Mont"	2977462			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e211220	
82262	Ferrières	Ferrières				France													"bâtard|Non identifié"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e211605	
82263	"Ferrières (Eure, Bernay, Canton de Breteuil (Eure))"	Ferrières	Ferrières-Saint-Hilaire			France	27239	Eure	Bernay	"Canton de Breteuil (Eure)"						"POINT(0.5677596 49.0316249)"			"-Saint-Hilaire, Eure, con Broglie"	3018623			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e211616	
82265	"Ferrières (Seine-Maritime, Dieppe, Gournay-en-Bray)"	Ferrières	Ferrières-en-Bray			France	76260	Seine-Maritime	Dieppe	Gournay-en-Bray						"POINT(1.7445861 49.4829543)"			"-en-Bray, Seine-Maritime, con Gournay-en Bray"	3018634			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e211630	
82267	"Ferté (La)"	"Ferté (La)"				France													"-Saint-Samson, Seine-Maritime, con Forges-les-Eaux?"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e211715	
82292	"Flavigny (Côte-d'Or, Venarey)"	Flavigny	Flavigny-sur-Ozerain|Flaviniaco			France	21271	Côte-d'Or		Venarey						"POINT(4.5305141 47.5115497)"			"-sur-Ozerain, Côte-d'Or, con Venarey"	3018363			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e213523|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e213540	
82295	"Fleury (Oise, Beauvais, Chaumont-en-Vexin)"	Fleury				France	60239	Oise	Beauvais	Chaumont-en-Vexin						"POINT(1.9694355 49.2424095)"			"Oise, con Chaumont"		P36083153		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e213629	
82299	"Florensac (Hérault, Béziers, Pézenas)"	Florensac				France	34101	Hérault	Béziers	Pézenas						"POINT(3.4631135 43.3827078)"			"Hérault, ar. Béziers"	3018231			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e213811	
82310	"Folaquier (Gard, Vigan (Le), Vigan (Le))"	Folaquier				France	30231	Gard	"Vigan (Le)"	"Vigan (Le)"		322913	"Saint-André-de-Valborgne (Gard, Vigan (Le), Vigan (Le))"			"POINT(3.68366 44.1557)"			"Gard, con et cne Saint-André-de-Valborgne"	2981742			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e214114	
82315	"Fontaine (La)"	"Fontaine (La)"				France													"en Saintonge ?"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e214373	
82317	"Fontaine du Chêne (ruisseau de la) (Eure, Évreux, Verneuil-sur-Avre)"	"Fontaine du Chêne (ruisseau de la)"				France	27679	Eure	Évreux	Verneuil-sur-Avre		101889	"Verneuil-sur-Avre (Eure, Évreux)"			"POINT(0.92731 48.73949)"				2969799			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e214965	
82318	"Fontaine Kanot (La) (couture) (Seine-Maritime, Dieppe, Canton de Gournay-en-Bray)"	"Fontaine Kanot (La) (couture)"				France	76312	Seine-Maritime	Dieppe	"Canton de Gournay-en-Bray"		100625	"Saint-Clair (Seine-Maritime, Gournay-en-Bray)"			"POINT(1.72471 49.48285)"				3015509	P77908262		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e215029	
82321	"Fontaines (Somme, Abbeville, Gamaches)"	Fontaines	Fontaine-sur-Somme			France	80328	Somme	Abbeville	Gamaches						"POINT(1.941005 50.0291714)"			"auj. Fontaine-sur-Somme, Somme, con Hallencourt"	3017990			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e215122	
82322	"Fontanis, fossé (de) (Yvelines, Versailles)"	"Fontanis, fossé (de)"				France	78551	Yvelines	Versailles			100730	"Saint-Germain-en-Laye, forêt (de) (Seine-et-Oise, Versailles)"			"POINT(2.12036133 48.96579381)"				2979783			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e215259	
82323	Fontenay	Fontenay				France													"Eure, con Écos?"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e215337	
82324	"Fontenay (Cher, Nérondes)"	Fontenay				France	18260	Cher		Nérondes		322966	"Tendron (Cher, Saint-Amand-Montrond, Guerche-sur-l'Aubois (La))"			"POINT(2.8445143 46.9739941)"			"Cher, con Nérondes, cne Tendron"		P52211073		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e215357	
82328	"Forêt (Eure, Andelys (Les), Andelys (Les))"	Forêt	Forêt-la-Folie			France	27257	Eure	"Andelys (Les)"	"Andelys (Les)"		321199	"Vexin-sur-Epte (Eure, Les Andelys, Les Andelys)"			"POINT(1.5285891 49.2240918)"			"-la-Folie, Eure, con Écos"	3017759			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e215661	
82329	Forgettes	Forgettes				France													"nom tiré de Forges-les-Bains, Seine-et-Oise, con Limours? ou l'un des hameaux du Puy-de-Dôme appelés Fargette, Fargettes?"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e215832	
82335	"Foseta (mas de) (Aveyron)"	"Foseta (mas de)"				France		Aveyron															Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e216003	
82336	"Fossat (Le)"	"Fossat (Le)"				France						97734	"Agenais (province)"						"Aiguillon, Lot-et-Garonne, con Port-Sainte-Marie?, l'une des baronnies de l'Agenais"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e216018	
82337	"Fossés (Les)"	"Fossés (Les)"	Fossatis			France													"Non identifié"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e216041|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e216083	
82342	Alvergne	Alvergne																	"Auvergne, province ?"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e136942	
82344	"Fouilloy (Oise, Beauvais, Grandvilliers)"	Fouilloy				France	60248	Oise	Beauvais	Grandvilliers						"POINT(1.8252533 49.734865)"			"Oise, con Formerie"	3017583			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e216266	
82352	"Fourcès (Gers, Condom, Armagnac-Ténarèze)"	Fourcès				France	32133	Gers	Condom	Armagnac-Ténarèze						"POINT(0.2300891 43.9925117)"			"Gers, con Montréal"	3017539			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e216509	
82356	"Fours (Eure, Andelys (Les), Andelys (Les))"	Fours	Fours-en-Vexin			France	27264	Eure	"Andelys (Les)"	"Andelys (Les)"		321199	"Vexin-sur-Epte (Eure, Les Andelys, Les Andelys)"			"POINT(1.5997553 49.1872791)"			"Eure, con Écos"	3017463			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e216643	
82357	"Fouvent (Haute-Saône, Champlitte)"	Fouvent				France	70247	Haute-Saône		Champlitte	Fouvent-Saint-Andoche	323042	"Fouvent-le-Haut (Haute-Saône, Vesoul, Dampierre-sur-Salon)"			"POINT(5.6707121 47.6437027)"			"Haute-Saône, con Champlitte, cne F.-le-Haut"	3017447			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e216664	
82359	"Fraissé (Aude, Narbonne, Corbières (Les))"	Fraissé	Fraissé-des-Corbières			France	11157	Aude	Narbonne	"Corbières (Les)"						"POINT(2.8569172 42.961393)"			"-des-Corbières, Aude, con Durban"	3017407			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e216726	
82362	"Franchis (de)"	"Franchis (de)"																	"Non identifié"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e217295	
82364	"Amance (Haute-Saône, Vesoul)"	Amance				France		Haute-Saône	Vesoul										"Haute-Saône, ar. Vesoul"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e136986	
82368	Franconville	Franconville				France													"Seine-et-Oise, con Montmorency?"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e217377	
82378	"Fresnoy (Oise)"	Fresnoy						Oise											"Oise, con Nanteuil-le-Haudouin, cne Boissy-Fresnoy, ou, Fresnoy-le-Luat, Oise, con Nanteuil-le-Haudouin"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e217875	
82380	"Frévillers (Pas-de-Calais, Arras, Avesnes-le-Comte)"	Frévillers				France	62362	Pas-de-Calais	Arras	Avesnes-le-Comte						"POINT(2.522432 50.3966294)"			"Pas-de-Calais, con Aubigny"	3017074			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e217976	
82384	"Frouville (Ille-et-Vilaine, Saint-Malo, Dol-de-Bretagne)"	Frouville				France	35186	Ille-et-Vilaine	Saint-Malo	Dol-de-Bretagne		323227	"Mont-Dol (Ille-et-Vilaine, Saint-Malo, Dol-de-Bretagne)"			"POINT(-1.7683797 48.5700826)"			"Ille-et-Vilaine, con Dol, cne Mont-Dol"	2992756			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e218200	
82406	"Gabarret (Landes, Mont-de-Marsan, Haute Lande Armagnac)"	Gabarret				France	10402	Landes	Mont-de-Marsan	"Haute Lande Armagnac"						"POINT(0.0103301 43.9852992)"			"Landes, ar. Mont-de-Marsan"	3016871			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e218728	
82423	"Gaillon (Eure, Andelys (Les))"	Gaillon				France	27275	Eure	"Andelys (Les)"							"POINT(1.3336126 49.1605604)"			"Eure, ar. Les Andelys"	3016807			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e219200	
82425	"Galard (Gers, Condom)"	Galard	"Goalard (Le)|Galardo"			France	32107	Gers		Condom						"POINT(0.340063 43.9518151)"			"Goalard, Gers, con et cne Condom"	12323355			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e219310|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e219374	
82428	Galata	Galata	Karaköy			Turkey	34425								Istanbul	"POINT(28.97451 41.02602)"			"quartier d'Istanbul, Turquie"	747059			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e219385	
82433	Galiciano	Galiciano				France													"Gallician, Gard, con et cne Vauvert?"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e219475	
82440	"Gannes (Oise, Saint-Just-en-Chaussée)"	Gannes				France	60268	Oise		Saint-Just-en-Chaussée						"POINT(2.4224369 49.5692826)"			"Oise, con Saint-Just-en-Chaussée"	3016709			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e219856	
82445	"Garlande (Val-d'Oise, Sarcelles, Villiers-le-Bel)"	Garlande				France	95277	Val-d'Oise	Sarcelles	Villiers-le-Bel		97212	"Gonesse (Seine-et-Oise, Pontoise)"			"POINT(2.45248658 48.9847799)"			"ancien fief à Gonesse, Seine-et-Oise, ar. Pontoise"	3015689			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e220104	
82485	"Gaudiès (Ariège, Saverdun)"	Gaudiès				France	09132	Ariège		Saverdun						"POINT(1.73124 43.1759575)"			"Ariège, con Saverdun"	3016517			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e221425	
82525	"Genevrières (Aveyron, Montbazens)"	Genevrières				France	12136	Aveyron		Montbazens		323342	"Maleville (Aveyron, Villefranche-de-Rouergue, Villeneuvois et Villefranchois)"			"POINT(2.10206 44.3971)"			"Aveyron, con Montbazens, cne Maleville"	2996435			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e222450	
82542	"Ambarès (Gironde)"	Ambarès				France		Gironde				319322	"Ambarès-et-Lagrave (Gironde, Bordeaux)"			"POINT(-0.4881846 44.9259011)"			"Gironde, con Carbon-Blanc, cne Ambarès-et-Lagrave"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e137295	
82553	"Ambeyrac (Aveyron, Villeneuve)"	Ambeyrac				France		Aveyron		Villeneuve		319324	"Montsalès (Aveyron, Villeneuve)"						"Aveyron, con Villeneuve, cne Montsalès"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e137352	
82557	"Geôle (La)"	"Geôle (La)"	"Rouen, Geôle (La)"																"geôle de Rouen"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e223288	
82671	"Gilly (Côte-d'Or, Beaune, Nuits-Saint-Georges)"	Gilly	Gilly-lès-Cîteaux|Gilli			France	21297	Côte-d'Or	Beaune	Nuits-Saint-Georges						"POINT(4.9817335 47.1724653)"			"-lès-Cîteaux, Côte-d'Or, con Nuits-Saint-Georges"	3016039	P72251026		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e226153	d6e17139
82691	Gisy	Gisy				France													"Seine-et-Oise, con Palaiseau, cne Bièvres?"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e226867	
82692	"Gisy (Yonne, Sens, Thorigny-sur-Oreuse)"	Gisy	Gisy-les-Nobles			France	89189	Yonne	Sens	Thorigny-sur-Oreuse						"POINT(3.24361 48.2799898)"			"Yonne, con Pont-sur-Y."	3015920			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e226884	
82695	"Glaue (La)"	"Glaue (La)"				France													"petit fief, Aisne, con Braisne, cne Courcelles-sur-Vesle?"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e226978	
82710	"Gontaud (Lot-et-Garonne, Marmande, Marmande-2)"	Gontaud	Gontaud-de-Nogaret	Gontaud		France	47110	Lot-et-Garonne	Marmande	Marmande-2						"POINT(0.294872 44.456497)"			"Lot-et-Garonne, con Marmande"	3015669			Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e227419	
82722	"Goussainville (Val-d'Oise, Sarcelles)"	Goussainville				France	95280	Val-d'Oise	Sarcelles							"POINT(2.4733628 49.0323168)"			"Seine-et-Oise, con Gonesse"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e227915	
82724	Gouzon	Gouzon				France													"Gironde, con Lussac, cne Montagne ?"				Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e227965	
