"Person H-ID"	"Person Record Title"	"Family name"	"Given name(s)"	"Alternate name(s) / title(s)"	Gender	"Short description"	"link with organisation (Record relationship) H-ID"	"Relationship type"	"link with organisation (Record relationship) Record Title"	"link with organisation H-ID"	"Organisation Record Title"	"link with organisation Record Title"	"link with person (Record relationship) H-ID"	"Relationship type"	"link with person (Record relationship) Record Title"	"link with person H-ID"	"link with person Record Title"	"link_to_place (Record relationship) H-ID"	"Relationship type"	"link_to_place (Record relationship) Record Title"	"link_to_place H-ID"	"Place Record Title"	"link_to_place Record Title"	"link with subject (Record relationship) H-ID"	"Title for relationship"	"Short description"	"Relationship type"	"Interpretation / commentary >"	"Interpretation / commentary > Record Title"	"link with subject (Record relationship) Record Title"	"link with subject H-ID"	"Subject Record Title"	"link with subject Record Title"	"link with act (Record relationship) H-ID"	"Title for relationship"	"Short description"	"Relationship type"	"Interpretation / commentary >"	"Interpretation / commentary > Record Title"	"link with act (Record relationship) Record Title"	"link with act H-ID"	"link with act Record Title"	Note	"Index reference"	"CartulR Entity ID"	IndexFontenay	"date from"	"date from (temporal)"	"date to"	"date to (temporal)"
83047	"Guillaume de Montaigu"	"Guillaume de Montaigu"																103471	"a pour surnom"	"Guillaume de Montaigu | a pour surnom - > Montaigu (Cher)"	85013	"Montaigu (Cher)"	"Montaigu (Cher)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e236102						
83048	"Guillaume de Montjoie"	"Guillaume de Montjoie"				"seigneur de Glère"	323460|330215	"est seigneur / dame de|est sire / seigneur / dame de"	"Guillaume de Montjoie | est seigneur / dame de - > Glère, seigneurie|Guillaume de Montjoie | est sire / seigneur / dame de - > Glère, seigneurie"	97203|97203	"Glère, seigneurie|Glère, seigneurie"	"Glère, seigneurie|Glère, seigneurie"						103496	"a pour surnom"	"Guillaume de Montjoie | a pour surnom - > Montjoie (Doubs)"	85038	"Montjoie (Doubs)"	"Montjoie (Doubs)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e236117						
83049	"Guillaume de Mont-Ruillon"	"Guillaume de Mont-Ruillon"																103507	"a pour surnom"	"Guillaume de Mont-Ruillon | a pour surnom - > Mont-Ruillon (Nièvre)"	85049	"Mont-Ruillon (Nièvre)"	"Mont-Ruillon (Nièvre)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e236133						
83050	"Guillaume de Moret"	"Guillaume de Moret"				"demeurant à Compiègne"												103513|322095|328998	"a pour surnom|est habitant / habitante de|est habitant / habitante de"	"Guillaume de Moret | a pour surnom - > Moret (Seine-et-Marne)|Guillaume de Moret | est habitant / habitante de - > Compiègne (Oise)|Guillaume de Moret | est habitant / habitante de - > Compiègne (Oise)"	85057|96105|96105	"Moret (Seine-et-Marne)|Compiègne (Oise)|Compiègne (Oise)"	"Moret (Seine-et-Marne)|Compiègne (Oise)|Compiègne (Oise)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e236148						
83051	"Guillaume de Morlaines (Me)"	"Guillaume de Morlaines (Me)"				"chanoine de Noyon"	331130	"est chanoine de"	"Guillaume de Morlaines (Me) | est chanoine de - > Noyon, église cathédrale de Notre-Dame, chapitre"	99159	"Noyon, église cathédrale de Notre-Dame, chapitre"	"Noyon, église cathédrale de Notre-Dame, chapitre"						103517	"a pour surnom"	"Guillaume de Morlaines (Me) | a pour surnom - > Morlaines (Oise)"	85059	"Morlaines (Oise)"	"Morlaines (Oise)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e236163						
83052	"Guillaume de Mortemer"	"Guillaume de Mortemer"				écuyer												103525	"a pour surnom"	"Guillaume de Mortemer | a pour surnom - > Mortemer (Eure)"	85066	"Mortemer (Eure)"	"Mortemer (Eure)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e236178						
83053	"Pierre Anseau"	"Pierre Anseau"				"de Varzy"												326272|329266	"est originaire de / a été habitant de|a pour surnom"	"Pierre Anseau | est originaire de / a été habitant de - > Varzy (Nièvre, Clamecy)|Pierre Anseau | a pour surnom - > Varzy (Nièvre, Clamecy)"	101776|101776	"Varzy (Nièvre, Clamecy)|Varzy (Nièvre, Clamecy)"	"Varzy (Nièvre, Clamecy)|Varzy (Nièvre, Clamecy)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e140095						
83054	"Guillaume de Mortery"	"Guillaume de Mortery"				"chevalier du roi"												103527	"a pour surnom"	"Guillaume de Mortery | a pour surnom - > Mortery (Seine-et-Marne, Provins)"	85067	"Mortery (Seine-et-Marne, Provins)"	"Mortery (Seine-et-Marne, Provins)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e236193						
83055	"Guillaume de Mussy"	"Guillaume de Mussy"				"chevalier et panetier du roi, enquêteur-réformateur dans les comtés de Champagne et Brie"												103546|321621	"a pour surnom|est enquêteur-réformateur de"	"Guillaume de Mussy | a pour surnom - > Mussy (Aube, Troyes, Bar-sur-Seine)|Guillaume de Mussy | est enquêteur-réformateur dans - > Champagne (province)"	85097|95716	"Mussy (Aube, Troyes, Bar-sur-Seine)|Champagne (province)"	"Mussy (Aube, Troyes, Bar-sur-Seine)|Champagne (province)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e236208						
83056	"Guillaume de Nivelles"	"Guillaume de Nivelles"				"sire d'Uytbergen, chevalier et baron de Flandre"												103568|328687|328691	"a pour surnom|est baron / baronne en|est baron / baronne en"	"Guillaume de Nivelles | a pour surnom - > Nivelles|Guillaume de Nivelles | est baron / baronne en - > Flandre|Guillaume de Nivelles | est baron / baronne en - > Flandre"	85167|96836|96836	Nivelles|Flandre|Flandre	Nivelles|Flandre|Flandre																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e236227						
83057	"Guillaume de Nogaret"	"Guillaume de Nogaret"		"Guillelmus de Nogareto|Guillelmus de Nongerato"		"Guillelmus de Nogareto de Nongareto, Nogaretus, chevalier du roi"	321251	"est seigneur / dame de"	"Guillaume de Nogaret | est seigneur / dame de - > Calvisson, seigneurie"	95348	"Calvisson, seigneurie"	"Calvisson, seigneurie"						103010	"a pour surnom"	"Guillaume de Nogaret | a pour surnom - > Nogaret (Haute-Garonne, Revel)"	99089	"Nogaret (Haute-Garonne, Revel)"	"Nogaret (Haute-Garonne, Revel)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e236242						
83058	"Guillaume de Nointel"	"Guillaume de Nointel"				"chanoine de Tours, commissaire aux nouveaux acquêts"	331147	"est chanoine de"	"Guillaume de Nointel | est chanoine de - > Tours, église cathédrale, chapitre"	101565	"Tours, église cathédrale, chapitre"	"Tours, église cathédrale, chapitre"						103575	"a pour surnom"	"Guillaume de Nointel | a pour surnom - > Nointel (Val-d'Oise)"	85183	"Nointel (Val-d'Oise)"	"Nointel (Val-d'Oise)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e236415						
83059	"Guillaume de Noisy"	"Guillaume de Noisy"				"chambellan de Robert de Clermont"												103577	"a pour surnom"	"Guillaume de Noisy | a pour surnom - > Noisy (Val-d'Oise)"	85184	"Noisy (Val-d'Oise)"	"Noisy (Val-d'Oise)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e236430						
83060	"Guillaume de Plaisians"	"Guillaume de Plaisians"				"Guillelmus de Plaisiano de Plasiano, chevalier du roi, seigneur de Vézénobres"	330042	"est sire / seigneur / dame de"	"Guillaume de Plaisians | est sire / seigneur / dame de - > Vézénobres, seigneurie"	101939	"Vézénobres, seigneurie"	"Vézénobres, seigneurie"						103694	"a pour surnom"	"Guillaume de Plaisians | a pour surnom - > Plaisians (Drôme, Buis-les-Baronnies)"	85727	"Plaisians (Drôme, Buis-les-Baronnies)"	"Plaisians (Drôme, Buis-les-Baronnies)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e236445						
83061	"Guillaume de Planzolles"	"Guillaume de Planzolles"				"sergent d'armes du roi"												103697	"a pour surnom"	"Guillaume de Planzolles | a pour surnom - > Planzolles (Ardèche)"	85731	"Planzolles (Ardèche)"	"Planzolles (Ardèche)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e236528						
83062	"Guillaume de Préaux"	"Guillaume de Préaux"				chevalier												103734	"a pour surnom"	"Guillaume de Préaux | a pour surnom - > Préaux (Seine-et-Marne)"	85812	"Préaux (Seine-et-Marne)"	"Préaux (Seine-et-Marne)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e236544						
83063	"Guillaume de Puiseaux"	"Guillaume de Puiseaux"				chevalier																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e236559						
83064	"Anseau d'Émery"	"Anseau d'Émery"																104509	"a pour surnom"	"Anseau d'Émery | a pour surnom - > Émery (Seine-et-Marne, Torcy, Pontault-Combault)"	82062	"Émery (Seine-et-Marne, Torcy, Pontault-Combault)"	"Émery (Seine-et-Marne, Torcy, Pontault-Combault)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e140110						
83065	"Guillaume de Reims (Me)"	"Guillaume de Reims (Me)"				"avocat au Châtelet de Paris"	329959	"est avocat de"	"Guillaume de Reims (Me) | est avocat de - > Paris, Châtelet"	99383	"Paris, Châtelet"	"Paris, Châtelet"																																Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e236570						
83066	"Guillaume de Ricarville"	"Guillaume de Ricarville"																103805	"a pour surnom"	"Guillaume de Ricarville | a pour surnom - > Ricarville (Seine-Maritime)"	86060	"Ricarville (Seine-Maritime)"	"Ricarville (Seine-Maritime)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e236588						
83067	"Guillaume de Roquemont"	"Guillaume de Roquemont"				"Guillelmus de Roquemonte, sergent du roi"																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e236606						
83068	"Guillaume de Roumare"	"Guillaume de Roumare"																103138	"a pour surnom"	"Guillaume de Roumare | a pour surnom - > Roumare (Seine-Maritime, Maromme)"	100501	"Roumare (Seine-Maritime, Maromme)"	"Roumare (Seine-Maritime, Maromme)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e236624						
83069	"Guillaume de Roumilly"	"Guillaume de Roumilly"				écuyer																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e236640						
83070	"Guillaume de Rupella (Me)"	"Guillaume de Rupella (Me)"				prêtre																																						Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e236655						
83071	"Guillaume de Ry (Me)"	"Guillaume de Ry (Me)"				"G. ou Guillelmus de Rivo ou Ryvo, clerc et familier du roi, chanoine et chancelier de l'église de Beauvais"	319850|319852|329370|331108	"est chancelier de|est chanoine de|est chancelier de|est chanoine de"	"Guillaume de Ry (Me) | est chancelier de - > Beauvais, église cathédrale de Saint-Pierre|Guillaume de Ry (Me) | est chanoine de - > Beauvais, église cathédrale de Saint-Pierre|Guillaume de Ry (Me) | est chancelier de - > Beauvais, diocèse|Guillaume de Ry (Me) | est chanoine de - > Beauvais, église cathédrale de Saint-Pierre, chapitre"	319848|319848|101378|101423	"Beauvais, église cathédrale de Saint-Pierre|Beauvais, église cathédrale de Saint-Pierre|Beauvais, diocèse|Beauvais, église cathédrale de Saint-Pierre, chapitre"	"Beauvais, église cathédrale de Saint-Pierre|Beauvais, église cathédrale de Saint-Pierre|Beauvais, diocèse|Beauvais, église cathédrale de Saint-Pierre, chapitre"						103149	"a pour surnom"	"Guillaume de Ry (Me) | a pour surnom - > Ry (Seine-Maritime, Darnétal)"	100562	"Ry (Seine-Maritime, Darnétal)"	"Ry (Seine-Maritime, Darnétal)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e236670						
83072	"Guillaume de Saint-Marcel"	"Guillaume de Saint-Marcel"				"de Provins"	319763|321562|321624	"est enquêteur-réformateur de|est enquêteur-réformateur de|est gruyer de"	"Guillaume de Saint-Marcel | est enquêteur-réformateur dans - > Beaucaire et Nîmes, sénéchaussée|Guillaume de Saint-Marcel | est enquêteur-réformateur dans - > Carcassonne et Béziers, sénéchaussée|Guillaume de Saint-Marcel | est gruyer de - > Champagne, gruerie"	100090|95477|95729	"Beaucaire et Nîmes, sénéchaussée|Carcassonne et Béziers, sénéchaussée|Champagne, gruerie"	"Beaucaire et Nîmes, sénéchaussée|Carcassonne et Béziers, sénéchaussée|Champagne, gruerie"						329267	"a pour surnom"	"Guillaume de Saint-Marcel | a pour surnom - > Provins (Seine-et-Marne)"	100075	"Provins (Seine-et-Marne)"	"Provins (Seine-et-Marne)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e236791						
83073	"Guillaume de Saint-Oulph"	"Guillaume de Saint-Oulph"				écuyer												103172	"a pour surnom"	"Guillaume de Saint-Oulph | a pour surnom - > Saint-Oulph (Aube, Méry-sur-Seine)"	100896	"Saint-Oulph (Aube, Méry-sur-Seine)"	"Saint-Oulph (Aube, Méry-sur-Seine)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e236848						
83074	"Guillaume de Saint-Pathus (frère)"	"Guillaume de Saint-Pathus (frère)"				"O.M., confesseur de Blanche de France"												103918	"a pour surnom"	"Guillaume de Saint-Pathus (frère) | a pour surnom - > Saint-Pathus (Seine-et-Marne)"	86387	"Saint-Pathus (Seine-et-Marne)"	"Saint-Pathus (Seine-et-Marne)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e236863						
83075	"Anseau de Valjouan (monseigneur)"	"Anseau de Valjouan (monseigneur)"				chevalier												104085	"a pour surnom"	"Anseau de Valjouan (monseigneur) | a pour surnom - > Valjouan (Seine-et-Marne)"	86826	"Valjouan (Seine-et-Marne)"	"Valjouan (Seine-et-Marne)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e140125						
83076	"Guillaume de Saint-Vaast"	"Guillaume de Saint-Vaast"				"tabellion des lettres du roi à Gournay-en-Bray"												103931|323493	"a pour surnom|est tabellion royal de"	"Guillaume de Saint-Vaast | a pour surnom - > Saint-Vaast (Seine-Maritime)|Guillaume de Saint-Vaast | est tabellion royal de - > Gournay-en-Bray (Seine-Maritime, Dieppe)"	86403|97225	"Saint-Vaast (Seine-Maritime)|Gournay-en-Bray (Seine-Maritime, Dieppe)"	"Saint-Vaast (Seine-Maritime)|Gournay-en-Bray (Seine-Maritime, Dieppe)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e236879						
83077	"Guillaume des Barres"	"Guillaume des Barres"				"sire de Villegenard, chevalier"	330288	"est sire / seigneur / dame de"	"Guillaume des Barres | est sire / seigneur / dame de - > Villegenard, seigneurie"	102024	"Villegenard, seigneurie"	"Villegenard, seigneurie"						103135	"a pour surnom"	"Guillaume des Barres | a pour surnom - > Barres (Les)"	99389	"Barres (Les)"	"Barres (Les)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e236897						
83078	"Guillaume des Buissons"	"Guillaume des Buissons"				"chanoine de Bourges"	320886|331160	"est chanoine de|est chanoine de"	"Guillaume des Buissons | est chanoine de - > Bourges, église cathédrale|Guillaume des Buissons | est chanoine de - > Bourges, église cathédrale, doyen et chapitre"	95050|95053	"Bourges, église cathédrale|Bourges, église cathédrale, doyen et chapitre"	"Bourges, église cathédrale|Bourges, église cathédrale, doyen et chapitre"																																Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e236912						
83079	"Guillaume de Silly"	"Guillaume de Silly"				"jadis chevalier"												103987	"a pour surnom"	"Guillaume de Silly | a pour surnom - > Silly (Aisne)"	86536	"Silly (Aisne)"	"Silly (Aisne)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e236939						
83080	"Guillaume des Moulins"	"Guillaume des Moulins"																326530	"est le surnom de"	"Moulins (Les) | est le surnom de - > Guillaume des Moulins"																								Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e236954						
83081	"Guillaume d'Esneval"	"Guillaume d'Esneval"				"chevalier du roi, son fils aîné"												104525	"a pour surnom"	"Guillaume d'Esneval | a pour surnom - > Esneval (château) (Seine-Maritime, Pavilly)"	82108	"Esneval (château) (Seine-Maritime, Pavilly)"	"Esneval (château) (Seine-Maritime, Pavilly)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e236969						
83082	"Guillaume de Tancarville"	"Guillaume de Tancarville"		Guillaume		"damoiseau, fils de Robert, chambellan de Tancarville"												104020	"a pour surnom"	"Guillaume de Tancarville | a pour surnom - > Tancarville (Seine-Maritime)"	86640	"Tancarville (Seine-Maritime)"	"Tancarville (Seine-Maritime)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e236985|Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e233646						
83083	Guillaume	Guillaume				"Guillelmus de Thevray, chevalier"												103238	"a pour surnom"	"Guillaume | a pour surnom - > Thevray (Eure, Beaumesnil)"	101405	"Thevray (Eure, Beaumesnil)"	"Thevray (Eure, Beaumesnil)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e237003						
83084	"Guillaume de Thiers"	"Guillaume de Thiers"				"seigneur du château de Thiers"	330174	"est sire / seigneur / dame de"	"Guillaume de Thiers | est sire / seigneur / dame de - > Thiers, seigneurie"	101417	"Thiers, seigneurie"	"Thiers, seigneurie"						103243	"a pour surnom"	"Guillaume de Thiers | a pour surnom - > Thiers (Puy-de-Dôme)"	101416	"Thiers (Puy-de-Dôme)"	"Thiers (Puy-de-Dôme)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e237021						
83085	"Guillaume de Tournay"	"Guillaume de Tournay"				chevalier												104050	"a pour surnom"	"Guillaume de Tournay | a pour surnom - > Tournay (Charente-Maritime)"	86773	"Tournay (Charente-Maritime)"	"Tournay (Charente-Maritime)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e237039						
83086	"Adam de Péronne"	"Adam de Péronne"				"valet du roi et garde de la prévôté de Melun"	326224|329689	"est garde de|est garde de"	"Adam de Péronne | est garde de - > Melun, prévôté|Adam de Péronne | est garde de - > Melun, prévôté"	98367|98367	"Melun, prévôté|Melun, prévôté"	"Melun, prévôté|Melun, prévôté"						103047	"a pour surnom"	"Adam de Péronne | a pour surnom - > Péronne (Somme)"	99742	"Péronne (Somme)"	"Péronne (Somme)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e132787						
83087	"Anselin de Sury"	"Anselin de Sury"																104016	"a pour surnom"	"Anselin de Sury | a pour surnom - > Sury (Loiret)"	86634	"Sury (Loiret)"	"Sury (Loiret)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e140157						
83088	"Guillaume de Tournebu"	"Guillaume de Tournebu"				"chevalier, seigneur de Marbeuf"	330123	"est sire / seigneur / dame de"	"Guillaume de Tournebu | est sire / seigneur / dame de - > Marbeuf, seigneurie"	98202	"Marbeuf, seigneurie"	"Marbeuf, seigneurie"																																Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e237054						
83089	"Guillaume de Trie (Me)"	"Guillaume de Trie (Me)"																104062	"a pour surnom"	"Guillaume de Trie (Me) | a pour surnom - > Trie (Oise)"	86791	"Trie (Oise)"	"Trie (Oise)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e237069						
83090	"Guillaume de Trie"	"Guillaume de Trie"				"pelletier, bourgeois royal de Paris"												328865	"est bourgeois royal / bourgeoise royale de"	"Guillaume de Trie | est bourgeois royal / bourgeoise royale de - > Paris (Aude, Chalabre)"	99348	"Paris (Aude, Chalabre)"	"Paris (Aude, Chalabre)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e237085						
83091	"Guillaume de Valence (Me)"	"Guillaume de Valence (Me)"				"chanoine de Notre-Dame de Chartres et de Mantes"	321738|331126	"est chanoine de|est chanoine de"	"Guillaume de Valence (Me) | est chanoine de - > Chartres, église cathédrale de Notre-Dame, chapitre|Guillaume de Valence (Me) | est chanoine de - > Chartres, église cathédrale de Notre-Dame, chapitre"	95820|95820	"Chartres, église cathédrale de Notre-Dame, chapitre|Chartres, église cathédrale de Notre-Dame, chapitre"	"Chartres, église cathédrale de Notre-Dame, chapitre|Chartres, église cathédrale de Notre-Dame, chapitre"						104075	"a pour surnom"	"Guillaume de Valence (Me) | a pour surnom - > Valence (Yvelines)"	86816	"Valence (Yvelines)"	"Valence (Yvelines)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e237100						
83092	"Guillaume de Vaucourtois"	"Guillaume de Vaucourtois"				chevalier												104101	"a pour surnom"	"Guillaume de Vaucourtois | a pour surnom - > Vaucourtois (Seine-et-Marne)"	86845	"Vaucourtois (Seine-et-Marne)"	"Vaucourtois (Seine-et-Marne)"																					Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e237115						
